qv_sea_stdv , 0.0 , 2.0
ps_land_stdv , 0.0 , 81.0
ps_paob_stdv , 1.e+15, 1.e+15
tv_drift_stdv , 0.0 , 1.0
tv_mls_stdv , 1.e+15, 1.e+15
u_drift_stdv , 0.0 , 5.0
v_drift_stdv , 0.0 , 4.0
ps_drift_stdv , 0.0 , 8.0
bang_gps_stdv , 1.e+15, 1.e+15
tv_raob_stdv_omf , 0.0 , 6.0
qv_raob_stdv_omf , 0.0 , 5.0
u_raob_stdv_omf , 0.0 , 13.0
v_raob_stdv_omf , 0.0 , 15.0
ps_raob_stdv_omf , 1.e+15, 1.e+15
tv_acraft_stdv_omf , 0.0 , 4.0
qv_acraft_stdv_omf , 1.e+15, 1.e+15
u_acraft_stdv_omf , 0.0 , 14.0
v_acraft_stdv_omf , 0.0 , 11.0
u_prof_stdv_omf , 0.0 , 7.0
v_prof_stdv_omf , 0.0 , 7.0
u_scat_stdv_omf , 0.0 , 9.0
v_scat_stdv_omf , 0.0 , 13.0
w_ssmi_stdv_omf , 0.0 , 4.0
u_amv_stdv_omf , 0.0 , 6.0
v_amv_stdv_omf , 0.0 , 7.0
sst_sea_stdv_omf , 1.e+15, 1.e+15
tv_sea_stdv_omf , 0.0 , 2.0
ps_sea_stdv_omf , 0.0 , 2.0
u_sea_stdv_omf , 0.0 , 8.0
v_sea_stdv_omf , 0.0 , 7.0
qv_sea_stdv_omf , 0.0 , 2.0
ps_land_stdv_omf , 0.0 , 3.0
ps_paob_stdv_omf , 1.e+15, 1.e+15
tv_drift_stdv_omf , 0.0 , 1.0
tv_mls_stdv_omf , 1.e+15, 1.e+15
u_drift_stdv_omf , 0.0 , 4.0
v_drift_stdv_omf , 0.0 , 3.0
ps_drift_stdv_omf , 0.0 , 3.0
bang_gps_stdv_omf , 1.e+15, 1.e+15
tv_raob_stdv_oma , 0.0 , 5.0
qv_raob_stdv_oma , 0.0 , 5.0
u_raob_stdv_oma , 0.0 , 13.0
v_raob_stdv_oma , 0.0 , 13.0
ps_raob_stdv_oma , 1.e+15, 1.e+15
tv_acraft_stdv_oma , 0.0 , 4.0
qv_acraft_stdv_oma , 1.e+15, 1.e+15
u_acraft_stdv_oma , 0.0 , 14.0
v_acraft_stdv_oma , 0.0 , 10.0
u_prof_stdv_oma , 0.0 , 7.0
v_prof_stdv_oma , 0.0 , 7.0
u_scat_stdv_oma , 0.0 , 9.0
v_scat_stdv_oma , 0.0 , 13.0
w_ssmi_stdv_oma , 0.0 , 5.0
u_amv_stdv_oma , 0.0 , 5.0
v_amv_stdv_oma , 0.0 , 7.0
sst_sea_stdv_oma , 1.e+15, 1.e+15
tv_sea_stdv_oma , 0.0 , 2.0
ps_sea_stdv_oma , 0.0 , 2.0
u_sea_stdv_oma , 0.0 , 8.0
v_sea_stdv_oma , 0.0 , 7.0
qv_sea_stdv_oma , 0.0 , 2.0
ps_land_stdv_oma , 0.0 , 3.0
ps_paob_stdv_oma , 1.e+15, 1.e+15
tv_drift_stdv_oma , 0.0 , 1.0
tv_mls_stdv_oma , 1.e+15, 1.e+15
u_drift_stdv_oma , 0.0 , 4.0
v_drift_stdv_oma , 0.0 , 3.0
ps_drift_stdv_oma , 0.0 , 3.0
bang_gps_stdv_oma , 1.e+15, 1.e+15
